,Name,Skeleton 006:sternum 2,Skeleton 006:sternum 2.1,Skeleton 006:sternum 2.2,Skeleton 006:sternum 1,Skeleton 006:sternum 1.1,Skeleton 006:sternum 1.2,Skeleton 006:shoulder,Skeleton 006:shoulder.1,Skeleton 006:shoulder.2,Skeleton 006:elbow,Skeleton 006:elbow.1,Skeleton 006:elbow.2,Skeleton 006:humerus,Skeleton 006:humerus.1,Skeleton 006:humerus.2,Skeleton 006:forearm,Skeleton 006:forearm.1,Skeleton 006:forearm.2,Skeleton 006:wrist,Skeleton 006:wrist.1,Skeleton 006:wrist.2,Skeleton 006:ulnar,Skeleton 006:ulnar.1,Skeleton 006:ulnar.2,Skeleton 006:radial,Skeleton 006:radial.1,Skeleton 006:radial.2
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ID,8,8,8,9,9,9,15,15,15,16,16,16,17,17,17,1A,1A,1A,1B,1B,1B,19,19,19,18,18,18
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
80,0.666667,1.056024,0.792735,0.263673,1.140391,0.765311,0.320154,1.113322,0.892978,0.089624,1.320653,0.995237,0.010562,1.208412,0.960160,0.066236,1.241263,0.932939,0.039482,1.189992,1.008802,0.117227,1.239508,1.021972,0.116412,1.162022,1.051643,0.110530
81,0.675000,1.056023,0.792720,0.263708,1.140389,0.765297,0.320192,1.113313,0.892977,0.089653,1.320643,0.995238,0.010573,1.208408,0.960159,0.066257,1.241256,0.932940,0.039498,1.189989,1.008801,0.117243,1.239503,1.021978,0.116427,1.162014,1.051640,0.110546
82,0.683333,1.056026,0.792717,0.263688,1.140393,0.765296,0.320171,1.113320,0.892974,0.089642,1.320628,0.995255,0.010554,1.208397,0.960166,0.066239,1.241253,0.932946,0.039488,1.189994,1.008795,0.117248,1.239510,1.021964,0.116446,1.162027,1.051640,0.110558
83,0.691667,1.055950,0.792237,0.263686,1.140322,0.764813,0.320159,1.113200,0.892864,0.089717,1.320598,0.995249,0.010581,1.208410,0.960056,0.066289,1.241222,0.932987,0.039428,1.190006,1.008794,0.117259,1.239521,1.021965,0.116428,1.162032,1.051641,0.110609
84,0.700000,1.056025,0.792732,0.263708,1.140393,0.765310,0.320189,1.113321,0.892976,0.089663,1.320632,0.995246,0.010579,1.208398,0.960164,0.066265,1.241252,0.932943,0.039513,1.189999,1.008796,0.117270,1.239511,1.021977,0.116452,1.162019,1.051632,0.110580
85,0.708333,1.056000,0.792686,0.263707,1.140369,0.765260,0.320186,1.113303,0.892962,0.089689,1.320627,0.995221,0.010596,1.208395,0.960141,0.066286,1.241241,0.932933,0.039523,1.190004,1.008790,0.117279,1.239514,1.021978,0.116461,1.162018,1.051623,0.110589
86,0.716667,1.056024,0.792725,0.263714,1.140392,0.765304,0.320197,1.113317,0.892983,0.089673,1.320623,0.995257,0.010573,1.208394,0.960172,0.066267,1.241246,0.932941,0.039511,1.189993,1.008782,0.117285,1.239505,1.021962,0.116458,1.162012,1.051619,0.110605
87,0.725000,1.056008,0.792688,0.263708,1.140377,0.765268,0.320188,1.113300,0.892966,0.089679,1.319410,0.995901,0.009205,1.207500,0.960483,0.065328,1.240998,0.933565,0.039283,1.191154,1.009075,0.118161,1.241040,1.020781,0.118740,1.164606,1.052877,0.111907
88,0.733333,1.056008,0.792697,0.263717,1.140375,0.765275,0.320199,1.113310,0.892965,0.089695,1.320606,0.995244,0.010580,1.208382,0.960155,0.066280,1.241231,0.932939,0.039520,1.189994,1.008783,0.117285,1.239503,1.021979,0.116471,1.162002,1.051613,0.110599
89,0.741667,1.055994,0.792688,0.263738,1.140362,0.765278,0.320224,1.113289,0.892954,0.089711,1.320581,0.995234,0.010579,1.208360,0.960145,0.066285,1.241216,0.932931,0.039534,1.189999,1.008777,0.117310,1.239508,1.021969,0.116488,1.162009,1.051609,0.110631
90,0.750000,1.055976,0.792664,0.263705,1.140347,0.765249,0.320185,1.113274,0.892952,0.089695,1.319376,0.995889,0.009204,1.207470,0.960469,0.065333,1.240972,0.933561,0.039292,1.191151,1.009073,0.118180,1.241037,1.020776,0.118755,1.164604,1.052877,0.111930
91,0.758333,1.055970,0.792646,0.263718,1.140339,0.765239,0.320206,1.113268,0.892945,0.089705,1.319374,0.995894,0.009217,1.207469,0.960467,0.065344,1.240970,0.933557,0.039300,1.191135,1.009063,0.118191,1.241020,1.020769,0.118755,1.164584,1.052865,0.111944
92,0.766667,1.055949,0.792663,0.263752,1.140317,0.765252,0.320238,1.113253,0.892935,0.089734,1.319339,0.995864,0.009201,1.207439,0.960450,0.065347,1.240942,0.933543,0.039310,1.191140,1.009065,0.118192,1.241026,1.020768,0.118777,1.164595,1.052870,0.111937
93,0.775000,1.055933,0.792622,0.263724,1.140304,0.765219,0.320211,1.113231,0.892931,0.089721,1.319339,0.995874,0.009213,1.207436,0.960449,0.065346,1.240939,0.933556,0.039304,1.191130,1.009071,0.118189,1.241015,1.020779,0.118768,1.164581,1.052874,0.111937
94,0.783333,1.055931,0.792632,0.263719,1.140305,0.765228,0.320201,1.113226,0.892926,0.089716,1.319329,0.995865,0.009208,1.207425,0.960443,0.065341,1.240932,0.933551,0.039304,1.191132,1.009071,0.118186,1.241016,1.020780,0.118768,1.164581,1.052873,0.111933
95,0.791667,1.055911,0.792608,0.263718,1.140280,0.765208,0.320209,1.113220,0.892923,0.089729,1.320529,0.995202,0.010578,1.208311,0.960107,0.066287,1.241167,0.932919,0.039530,1.189982,1.008766,0.117311,1.239489,1.021969,0.116498,1.161984,1.051593,0.110633
96,0.800000,1.055914,0.792612,0.263732,1.140282,0.765225,0.320231,1.113221,0.892909,0.089728,1.319318,0.995865,0.009220,1.207416,0.960434,0.065350,1.240929,0.933543,0.039319,1.191120,1.009061,0.118199,1.241004,1.020772,0.118781,1.164567,1.052861,0.111944
97,0.808333,1.055882,0.792612,0.263745,1.140248,0.765225,0.320247,1.113190,0.892911,0.089733,1.319294,0.995857,0.009213,1.207393,0.960431,0.065349,1.240906,0.933545,0.039319,1.191118,1.009067,0.118205,1.241001,1.020779,0.118780,1.164563,1.052866,0.111953
98,0.816667,1.055786,0.792081,0.263732,1.140149,0.764700,0.320239,1.113067,0.892781,0.089811,1.320435,0.995213,0.010576,1.208274,0.959986,0.066317,1.241101,0.932969,0.039462,1.189972,1.008767,0.117322,1.239481,1.021963,0.116505,1.161979,1.051604,0.110686
99,0.825000,1.055871,0.792592,0.263757,1.140235,0.765223,0.320269,1.113176,0.892902,0.089746,1.320485,0.995198,0.010581,1.208270,0.960095,0.066291,1.241140,0.932918,0.039552,1.189967,1.008775,0.117331,1.239475,1.021973,0.116514,1.161972,1.051604,0.110651
100,0.833333,1.055841,0.792562,0.263748,1.140202,0.765194,0.320265,1.113166,0.892888,0.089759,1.320468,0.995198,0.010595,1.208255,0.960085,0.066303,1.241127,0.932921,0.039561,1.189962,1.008771,0.117345,1.239468,1.021977,0.116532,1.161961,1.051596,0.110669
101,0.841667,1.055844,0.792555,0.263752,1.140202,0.765196,0.320279,1.113163,0.892887,0.089750,1.319267,0.995852,0.009196,1.207374,0.960413,0.065340,1.240896,0.933537,0.039317,1.191122,1.009056,0.118215,1.241007,1.020763,0.118789,1.164571,1.052858,0.111970
102,0.850000,1.055817,0.792551,0.263762,1.140175,0.765192,0.320289,1.113147,0.892886,0.089770,1.319252,0.995847,0.009210,1.207359,0.960408,0.065354,1.240880,0.933538,0.039330,1.191115,1.009057,0.118225,1.240999,1.020769,0.118809,1.164561,1.052857,0.111978
103,0.858333,1.055803,0.792529,0.263771,1.140162,0.765175,0.320299,1.113132,0.892871,0.089783,1.320430,0.995182,0.010579,1.208225,0.960066,0.066301,1.241100,0.932914,0.039562,1.189960,1.008771,0.117351,1.239466,1.021976,0.116537,1.161960,1.051597,0.110676
104,0.866667,1.055795,0.792530,0.263764,1.140151,0.765185,0.320300,1.113127,0.892876,0.089777,1.319218,0.995847,0.009179,1.207334,0.960402,0.065337,1.240862,0.933544,0.039319,1.191122,1.009067,0.118221,1.241007,1.020773,0.118811,1.164575,1.052872,0.111976
105,0.875000,1.055781,0.792506,0.263744,1.140136,0.765163,0.320283,1.113122,0.892870,0.089768,1.319206,0.995862,0.009178,1.207324,0.960404,0.065331,1.240855,0.933548,0.039311,1.191110,1.009057,0.118226,1.240995,1.020763,0.118815,1.164561,1.052861,0.111988
106,0.883333,1.055778,0.792490,0.263759,1.140129,0.765155,0.320307,1.113125,0.892858,0.089787,1.319204,0.995854,0.009182,1.207326,0.960393,0.065341,1.240857,0.933540,0.039322,1.191116,1.009050,0.118235,1.241000,1.020761,0.118821,1.164563,1.052853,0.111997
107,0.891667,1.055693,0.791988,0.263751,1.140046,0.764653,0.320297,1.113006,0.892736,0.089857,1.319157,0.995874,0.009212,1.207327,0.960289,0.065387,1.240825,0.933594,0.039265,1.191123,1.009049,0.118264,1.241011,1.020744,0.118833,1.164581,1.052864,0.112072
108,0.900000,1.055692,0.791999,0.263771,1.140039,0.764676,0.320332,1.113011,0.892732,0.089862,1.319164,0.995872,0.009222,1.207331,0.960288,0.065393,1.240834,0.933585,0.039279,1.191123,1.009040,0.118270,1.241009,1.020743,0.118839,1.164574,1.052851,0.112074
109,0.908333,1.055749,0.792459,0.263767,1.140094,0.765141,0.320333,1.113108,0.892846,0.089803,1.319175,0.995875,0.009194,1.207302,0.960395,0.065352,1.240847,0.933552,0.039343,1.191117,1.009049,0.118285,1.241004,1.020747,0.118855,1.164574,1.052859,0.112065
110,0.916667,1.055723,0.792461,0.263793,1.140069,0.765145,0.320360,1.113088,0.892838,0.089831,1.319156,0.995837,0.009180,1.207285,0.960374,0.065352,1.240830,0.933532,0.039350,1.191136,1.009041,0.118280,1.241021,1.020748,0.118876,1.164587,1.052847,0.112048
111,0.925000,1.055718,0.792464,0.263800,1.140063,0.765158,0.320372,1.113083,0.892835,0.089834,1.319154,0.995842,0.009193,1.207281,0.960375,0.065360,1.240831,0.933535,0.039362,1.191136,1.009044,0.118292,1.241019,1.020755,0.118884,1.164583,1.052847,0.112062
112,0.933333,1.055649,0.792013,0.263805,1.139994,0.764708,0.320377,1.112979,0.892728,0.089904,1.319113,0.995853,0.009198,1.207288,0.960279,0.065392,1.240800,0.933573,0.039295,1.191139,1.009035,0.118292,1.241023,1.020745,0.118871,1.164584,1.052842,0.112097
113,0.941667,1.055691,0.792453,0.263799,1.140032,0.765155,0.320381,1.113071,0.892831,0.089847,1.319138,0.995843,0.009192,1.207268,0.960372,0.065361,1.240820,0.933534,0.039366,1.191130,1.009040,0.118302,1.241014,1.020751,0.118890,1.164577,1.052843,0.112076
114,0.950000,1.055686,0.792443,0.263795,1.140028,0.765157,0.320381,1.113068,0.892820,0.089849,1.319136,0.995829,0.009186,1.207266,0.960360,0.065356,1.240821,0.933520,0.039364,1.191134,1.009028,0.118296,1.241017,1.020743,0.118891,1.164578,1.052829,0.112066
115,0.958333,1.055667,0.792442,0.263812,1.140007,0.765152,0.320399,1.113056,0.892811,0.089859,1.319124,0.995815,0.009192,1.207255,0.960348,0.065365,1.240808,0.933511,0.039372,1.191128,1.009021,0.118305,1.241011,1.020738,0.118893,1.164570,1.052822,0.112077
116,0.966667,1.055666,0.792421,0.263815,1.140005,0.765135,0.320405,1.113050,0.892808,0.089863,1.319115,0.995818,0.009174,1.207251,0.960346,0.065356,1.240803,0.933507,0.039360,1.191128,1.009009,0.118301,1.241010,1.020728,0.118894,1.164569,1.052809,0.112075
117,0.975000,1.055617,0.791999,0.263847,1.139958,0.764719,0.320437,1.112943,0.892703,0.089920,1.319075,0.995839,0.009199,1.207254,0.960260,0.065398,1.240777,0.933552,0.039315,1.191121,1.009013,0.118325,1.241008,1.020714,0.118885,1.164573,1.052825,0.112140
118,0.983333,1.055640,0.792436,0.263825,1.139983,0.765152,0.320411,1.113024,0.892796,0.089866,1.319103,0.995777,0.009179,1.207234,0.960323,0.065360,1.240784,0.933486,0.039368,1.191118,1.009011,0.118295,1.241001,1.020728,0.118877,1.164560,1.052810,0.112062
119,0.991667,1.055644,0.792415,0.263810,1.139986,0.765145,0.320404,1.113022,0.892789,0.089853,1.319080,0.995801,0.009146,1.207220,0.960330,0.065334,1.240779,0.933500,0.039347,1.191113,1.009018,0.118291,1.241000,1.020718,0.118864,1.164568,1.052826,0.112069
120,1.000000,1.055633,0.792429,0.263801,1.139975,0.765164,0.320396,1.113015,0.892802,0.089852,1.319078,0.995805,0.009138,1.207217,0.960339,0.065326,1.240776,0.933503,0.039342,1.191117,1.009018,0.118291,1.241004,1.020718,0.118865,1.164572,1.052828,0.112071
121,1.008333,1.055626,0.792414,0.263799,1.139967,0.765157,0.320400,1.113010,0.892794,0.089854,1.319076,0.995802,0.009143,1.207214,0.960332,0.065329,1.240774,0.933503,0.039344,1.191111,1.009023,0.118287,1.240996,1.020731,0.118854,1.164559,1.052827,0.112064
122,1.016667,1.055632,0.792414,0.263789,1.139976,0.765165,0.320390,1.113011,0.892792,0.089842,1.319091,0.995801,0.009154,1.207223,0.960331,0.065328,1.240786,0.933498,0.039347,1.191110,1.009017,0.118283,1.240994,1.020727,0.118854,1.164556,1.052820,0.112057
123,1.025000,1.055634,0.792400,0.263798,1.139974,0.765161,0.320410,1.113011,0.892794,0.089850,1.319077,0.995817,0.009129,1.207218,0.960339,0.065316,1.240783,0.933505,0.039337,1.191115,1.009016,0.118276,1.240997,1.020734,0.118855,1.164555,1.052816,0.112051
124,1.033333,1.055586,0.791972,0.263849,1.139927,0.764730,0.320457,1.112908,0.892690,0.089930,1.319034,0.995827,0.009141,1.207225,0.960246,0.065363,1.240752,0.933544,0.039284,1.191121,1.009013,0.118288,1.241003,1.020731,0.118848,1.164557,1.052815,0.112098
125,1.041667,1.055555,0.791901,0.263853,1.139894,0.764657,0.320464,1.112882,0.892674,0.089948,1.319011,0.995825,0.009133,1.207212,0.960231,0.065365,1.240736,0.933555,0.039276,1.191131,1.009021,0.118295,1.241015,1.020731,0.118861,1.164574,1.052829,0.112111
126,1.050000,1.055553,0.791884,0.263866,1.139887,0.764650,0.320489,1.112884,0.892671,0.089962,1.319013,0.995839,0.009152,1.207215,0.960234,0.065381,1.240741,0.933562,0.039290,1.191126,1.009025,0.118306,1.241007,1.020751,0.118862,1.164555,1.052824,0.112122
127,1.058333,1.055548,0.791842,0.263880,1.139879,0.764614,0.320510,1.112876,0.892664,0.089978,1.319009,0.995837,0.009138,1.207219,0.960226,0.065378,1.240744,0.933569,0.039283,1.191148,1.009032,0.118302,1.241029,1.020758,0.118867,1.164578,1.052832,0.112118
128,1.066667,1.055532,0.791860,0.263932,1.139861,0.764631,0.320566,1.112860,0.892659,0.090008,1.318982,0.995818,0.009129,1.207198,0.960217,0.065386,1.240723,0.933564,0.039296,1.191159,1.009041,0.118303,1.241037,1.020775,0.118887,1.164583,1.052836,0.112110
129,1.075000,1.055524,0.791828,0.263945,1.139848,0.764609,0.320590,1.112854,0.892654,0.090024,1.318968,0.995816,0.009094,1.207196,0.960211,0.065373,1.240719,0.933566,0.039277,1.191172,1.009045,0.118293,1.241050,1.020780,0.118867,1.164595,1.052840,0.112104
130,1.083333,1.055515,0.791851,0.263966,1.139838,0.764634,0.320614,1.112850,0.892649,0.090031,1.318946,0.995812,0.009082,1.207177,0.960208,0.065369,1.240707,0.933568,0.039284,1.191184,1.009052,0.118303,1.241063,1.020785,0.118882,1.164609,1.052848,0.112114
131,1.091667,1.055507,0.791843,0.263967,1.139831,0.764628,0.320613,1.112837,0.892653,0.090034,1.318955,0.995793,0.009074,1.207185,0.960200,0.065364,1.240708,0.933553,0.039273,1.191190,1.009038,0.118285,1.241066,1.020784,0.118869,1.164605,1.052827,0.112093
132,1.100000,1.055500,0.791824,0.263998,1.139822,0.764616,0.320650,1.112825,0.892637,0.090049,1.318930,0.995784,0.009047,1.207169,0.960187,0.065354,1.240696,0.933558,0.039266,1.191206,1.009053,0.118276,1.241083,1.020795,0.118873,1.164626,1.052845,0.112080
133,1.108333,1.055499,0.791818,0.263984,1.139819,0.764625,0.320647,1.112828,0.892638,0.090040,1.318925,0.995805,0.009037,1.207167,0.960197,0.065343,1.240700,0.933568,0.039260,1.191203,1.009058,0.118282,1.241081,1.020794,0.118862,1.164626,1.052852,0.112094
134,1.116667,1.055502,0.791828,0.264001,1.139824,0.764639,0.320663,1.112818,0.892641,0.090040,1.318932,0.995784,0.009020,1.207173,0.960189,0.065333,1.240703,0.933559,0.039250,1.191216,1.009061,0.118263,1.241094,1.020795,0.118846,1.164641,1.052856,0.112070
135,1.125000,1.055504,0.791798,0.264011,1.139823,0.764622,0.320684,1.112818,0.892625,0.090043,1.318929,0.995794,0.009025,1.207175,0.960184,0.065336,1.240708,0.933563,0.039253,1.191211,1.009063,0.118270,1.241090,1.020796,0.118836,1.164634,1.052857,0.112081
136,1.133333,1.055491,0.791791,0.264019,1.139810,0.764614,0.320692,1.112809,0.892619,0.090055,1.318912,0.995776,0.008998,1.207165,0.960171,0.065326,1.240695,0.933553,0.039240,1.191219,1.009056,0.118264,1.241099,1.020787,0.118827,1.164645,1.052853,0.112078
137,1.141667,1.055481,0.791770,0.264013,1.139799,0.764596,0.320688,1.112803,0.892610,0.090052,1.318912,0.995757,0.008966,1.207168,0.960155,0.065304,1.240696,0.933541,0.039216,1.191237,1.009049,0.118242,1.241118,1.020773,0.118816,1.164670,1.052849,0.112055
138,1.150000,1.055461,0.791743,0.264014,1.139780,0.764578,0.320692,1.112787,0.892599,0.090063,1.318907,0.995745,0.008973,1.207165,0.960141,0.065312,1.240692,0.933538,0.039221,1.191243,1.009048,0.118257,1.241125,1.020770,0.118810,1.164675,1.052848,0.112078
139,1.158333,1.055450,0.791702,0.264016,1.139763,0.764541,0.320705,1.112786,0.892581,0.090069,1.318911,0.995731,0.008964,1.207173,0.960122,0.065308,1.240700,0.933532,0.039214,1.191264,1.009043,0.118256,1.241146,1.020763,0.118802,1.164696,1.052844,0.112080
140,1.166667,1.055446,0.791708,0.264044,1.139761,0.764549,0.320731,1.112778,0.892565,0.090085,1.318891,0.995704,0.008946,1.207158,0.960103,0.065304,1.240685,0.933517,0.039213,1.191269,1.009042,0.118244,1.241151,1.020762,0.118806,1.164704,1.052844,0.112060
141,1.175000,1.055440,0.791729,0.264054,1.139751,0.764576,0.320749,1.112773,0.892585,0.090081,1.318911,0.995690,0.008920,1.207176,0.960107,0.065286,1.240700,0.933510,0.039197,1.191301,1.009041,0.118231,1.241182,1.020766,0.118781,1.164731,1.052841,0.112049
142,1.183333,1.055434,0.791753,0.264101,1.139742,0.764599,0.320800,1.112767,0.892586,0.090104,1.318900,0.995667,0.008901,1.207170,0.960099,0.065286,1.240690,0.933496,0.039200,1.191313,1.009038,0.118223,1.241192,1.020771,0.118784,1.164736,1.052833,0.112032
143,1.191667,1.055520,0.791945,0.264441,1.139806,0.764816,0.321185,1.112746,0.892610,0.090220,1.318889,0.995553,0.008906,1.207152,0.960095,0.065347,1.240680,0.933416,0.039323,1.191308,1.009082,0.118197,1.241177,1.020853,0.118784,1.164704,1.052847,0.111918
144,1.200000,1.055428,0.791724,0.264107,1.139731,0.764585,0.320822,1.112773,0.892577,0.090118,1.318900,0.995661,0.008863,1.207180,0.960089,0.065266,1.240703,0.933500,0.039181,1.191350,1.009051,0.118211,1.241232,1.020772,0.118771,1.164784,1.052852,0.112023
145,1.208333,1.055421,0.791697,0.264111,1.139724,0.764559,0.320826,1.112768,0.892566,0.090128,1.318897,0.995650,0.008856,1.207182,0.960075,0.065267,1.240701,0.933496,0.039176,1.191361,1.009047,0.118214,1.241243,1.020767,0.118762,1.164794,1.052849,0.112032
146,1.216667,1.055411,0.791673,0.264114,1.139714,0.764542,0.320833,1.112759,0.892557,0.090132,1.318907,0.995630,0.008855,1.207191,0.960058,0.065266,1.240710,0.933486,0.039174,1.191384,1.009042,0.118212,1.241266,1.020765,0.118759,1.164814,1.052842,0.112030
147,1.225000,1.055391,0.791644,0.264142,1.139691,0.764515,0.320865,1.112740,0.892548,0.090161,1.318897,0.995607,0.008851,1.207185,0.960040,0.065274,1.240699,0.933484,0.039176,1.191393,1.009054,0.118202,1.241274,1.020782,0.118759,1.164821,1.052851,0.112010
148,1.233333,1.055392,0.791648,0.264154,1.139691,0.764524,0.320882,1.112743,0.892543,0.090170,1.320045,0.995277,0.010695,1.207833,0.959877,0.066223,1.241318,0.933352,0.040146,1.191176,1.009156,0.118196,1.240936,1.021348,0.119301,1.164280,1.052674,0.111455
149,1.241667,1.055381,0.791642,0.264145,1.139680,0.764525,0.320876,1.112727,0.892547,0.090155,1.320041,0.995277,0.010670,1.207830,0.959878,0.066200,1.241317,0.933349,0.040126,1.191185,1.009148,0.118189,1.240946,1.021335,0.119292,1.164292,1.052668,0.111454
150,1.250000,1.055374,0.791594,0.264126,1.139669,0.764486,0.320867,1.112728,0.892534,0.090150,1.320056,0.995276,0.010673,1.207845,0.959867,0.066196,1.241329,0.933352,0.040114,1.191182,1.009153,0.118167,1.240942,1.021344,0.119268,1.164286,1.052671,0.111428
151,1.258333,1.055364,0.791648,0.264146,1.139662,0.764541,0.320883,1.112714,0.892548,0.090154,1.320055,0.995244,0.010660,1.207838,0.959863,0.066189,1.241319,0.933329,0.040115,1.191182,1.009147,0.118145,1.240939,1.021348,0.119259,1.164279,1.052658,0.111392
152,1.266667,1.055375,0.791632,0.264129,1.139667,0.764541,0.320882,1.112729,0.892549,0.090135,1.320068,0.995278,0.010659,1.207852,0.959878,0.066178,1.241340,0.933351,0.040106,1.191179,1.009163,0.118136,1.240937,1.021362,0.119245,1.164278,1.052675,0.111384
153,1.275000,1.055369,0.791654,0.264146,1.139663,0.764565,0.320899,1.112718,0.892545,0.090136,1.320047,0.995260,0.010625,1.207834,0.959870,0.066158,1.241325,0.933347,0.040094,1.191187,1.009176,0.118110,1.240945,1.021373,0.119238,1.164289,1.052689,0.111348
154,1.283333,1.055344,0.791606,0.264124,1.139636,0.764518,0.320879,1.112705,0.892534,0.090138,1.320050,0.995247,0.010626,1.207838,0.959853,0.066158,1.241322,0.933339,0.040082,1.191185,1.009163,0.118105,1.240942,1.021362,0.119225,1.164284,1.052675,0.111348
155,1.291667,1.055343,0.791650,0.264144,1.139631,0.764566,0.320908,1.112706,0.892549,0.090140,1.320060,0.995247,0.010639,1.207841,0.959866,0.066165,1.241326,0.933339,0.040097,1.191177,1.009173,0.118102,1.240934,1.021379,0.119223,1.164272,1.052681,0.111333
156,1.300000,1.055320,0.791637,0.264119,1.139609,0.764553,0.320881,1.112691,0.892552,0.090129,1.320046,0.995242,0.010605,1.207830,0.959862,0.066136,1.241315,0.933338,0.040068,1.191184,1.009169,0.118077,1.240941,1.021371,0.119222,1.164285,1.052680,0.111308
157,1.308333,1.055279,0.791556,0.264099,1.139564,0.764479,0.320870,1.112656,0.892531,0.090128,1.320034,0.995251,0.010625,1.207819,0.959848,0.066146,1.241303,0.933362,0.040064,1.191169,1.009193,0.118078,1.240927,1.021393,0.119205,1.164270,1.052705,0.111314
158,1.316667,1.055283,0.791568,0.264118,1.139563,0.764502,0.320903,1.112661,0.892533,0.090132,1.320030,0.995259,0.010620,1.207818,0.959854,0.066143,1.241303,0.933365,0.040065,1.191152,1.009207,0.118057,1.240908,1.021408,0.119196,1.164252,1.052716,0.111280
159,1.325000,1.055261,0.791577,0.264128,1.139539,0.764514,0.320917,1.112640,0.892534,0.090131,1.320034,0.995236,0.010621,1.207814,0.959845,0.066138,1.241299,0.933356,0.040066,1.191150,1.009212,0.118028,1.240904,1.021423,0.119200,1.164248,1.052717,0.111230
160,1.333333,1.055251,0.791575,0.264093,1.139526,0.764524,0.320891,1.112641,0.892539,0.090110,1.320044,0.995243,0.010609,1.207821,0.959850,0.066119,1.241307,0.933357,0.040048,1.191149,1.009210,0.118008,1.240901,1.021429,0.119172,1.164238,1.052709,0.111211
161,1.341667,1.055229,0.791569,0.264112,1.139503,0.764524,0.320913,1.112617,0.892527,0.090120,1.320016,0.995234,0.010610,1.207795,0.959840,0.066123,1.241285,0.933359,0.040056,1.191138,1.009221,0.118011,1.240890,1.021438,0.119178,1.164229,1.052722,0.111210
162,1.350000,1.055222,0.791579,0.264097,1.139492,0.764542,0.320909,1.112620,0.892540,0.090111,1.320034,0.995248,0.010627,1.207805,0.959854,0.066124,1.241297,0.933368,0.040061,1.191128,1.009234,0.117992,1.240877,1.021463,0.119177,1.164211,1.052727,0.111178
163,1.358333,1.055199,0.791577,0.264098,1.139467,0.764547,0.320917,1.112612,0.892528,0.090117,1.320021,0.995235,0.010624,1.207792,0.959842,0.066122,1.241288,0.933371,0.040063,1.191126,1.009252,0.117981,1.240876,1.021477,0.119172,1.164214,1.052747,0.111158
164,1.366667,1.055183,0.791585,0.264106,1.139449,0.764557,0.320928,1.112595,0.892531,0.090113,1.320008,0.995219,0.010593,1.207781,0.959836,0.066102,1.241274,0.933358,0.040043,1.191125,1.009243,0.117955,1.240872,1.021476,0.119157,1.164207,1.052733,0.111127
165,1.375000,1.055173,0.791592,0.264092,1.139430,0.764579,0.320934,1.112602,0.892534,0.090097,1.320026,0.995235,0.010609,1.207790,0.959847,0.066098,1.241292,0.933365,0.040051,1.191116,1.009250,0.117946,1.240862,1.021485,0.119161,1.164199,1.052739,0.111108
166,1.383333,1.055155,0.791613,0.264107,1.139407,0.764609,0.320961,1.112591,0.892530,0.090096,1.318879,0.995535,0.008765,1.207139,0.959995,0.065146,1.240675,0.933474,0.039092,1.191335,1.009142,0.117935,1.241201,1.020923,0.118628,1.164735,1.052906,0.111628
167,1.391667,1.055135,0.791596,0.264075,1.139389,0.764587,0.320924,1.112575,0.892530,0.090082,1.318868,0.995543,0.008766,1.207126,0.959996,0.065140,1.240663,0.933487,0.039084,1.191329,1.009152,0.117933,1.241196,1.020929,0.118628,1.164733,1.052919,0.111631
168,1.400000,1.055139,0.791625,0.264076,1.139386,0.764628,0.320942,1.112588,0.892541,0.090065,1.320030,0.995239,0.010615,1.207783,0.959855,0.066081,1.241292,0.933361,0.040047,1.191082,1.009253,0.117908,1.240825,1.021503,0.119142,1.164155,1.052733,0.111051
169,1.408333,1.055124,0.791637,0.264083,1.139367,0.764639,0.320954,1.112579,0.892546,0.090067,1.318888,0.995553,0.008778,1.207135,0.960012,0.065136,1.240674,0.933485,0.039086,1.191298,1.009157,0.117897,1.241160,1.020952,0.118613,1.164688,1.052912,0.111572
170,1.416667,1.055121,0.791650,0.264080,1.139361,0.764655,0.320958,1.112581,0.892550,0.090058,1.318891,0.995564,0.008795,1.207133,0.960021,0.065141,1.240676,0.933491,0.039097,1.191277,1.009165,0.117901,1.241141,1.020954,0.118611,1.164672,1.052923,0.111573
171,1.425000,1.055114,0.791623,0.264058,1.139352,0.764631,0.320938,1.112574,0.892551,0.090044,1.318894,0.995580,0.008797,1.207135,0.960026,0.065135,1.240677,0.933488,0.039086,1.191264,1.009142,0.117895,1.241125,1.020944,0.118618,1.164649,1.052893,0.111570
172,1.433333,1.055100,0.791609,0.264028,1.139338,0.764608,0.320903,1.112577,0.892550,0.090045,1.318893,0.995580,0.008804,1.207134,0.960024,0.065139,1.240671,0.933495,0.039082,1.191257,1.009148,0.117894,1.241118,1.020949,0.118611,1.164643,1.052901,0.111570
